ID	Protein
5117	Q96J02
5118	NP_001800.1
5119	NP_002898.2
5120	NP_055630.2
5121	NP_001354.1
5122	NP_003135.1
5123	NP_001797.1
5124	NP_004933.1
5125	NP_000565.1
5126	NP_000642.3
5127	NP_006758.2
5128	NP_068575.1
5129	NP_068570.1
5130	NP_075564.2
5131	NP_077726.1
5132	NP_569157.2
5133	NP_002214.2
5134	NP_004715.1
5135	NP_003657.1
5136	NP_004416.1
5137	NP_002296.1
5138	NP_057093.1
5139	NP_055687.1
5140	BAA92353.1
5141	NP_055874.1
5142	NP_036530.1
5143	NP_000605.1
5144	NP_005473.1
5145	NP_001623.3
5146	NP_004954.1
5147	NP_064520.2
5148	NP_006556.1
5149	NP_006784.1
5150	NP_001693.2
5151	NP_057059.2
5152	NP_060832.1
5153	NP_004699.1
5154	NP_008967.1
5155	NP_003963.1
5156	NP_006423.1
5157	NP_073746.1
5158	NP_005288.3
5159	NP_071447.1
5160	NP_004082.1
5161	NP_848526.1
5162	AAC25955.1
5163	NP_060610.2
5164	NP_009167.1
5165	NP_003038.2
5166	NP_000883.2
5167	NP_060189.2
5168	NP_776189.2
5169	NP_009093.1
5170	NP_006512.2
5171	NP_060445.3
5172	NP_055523.1
5173	NP_004754.1
5174	NP_000383.1
5175	NP_733793.1
5176	NP_005042.1
5177	NP_085133.1
5178	NP_000376.1
5179	Q14526
5180	NP_000706.1
5181	NP_004634.1
5182	NP_597725.1
5183	NP_003673.2
5184	NP_002047.1
5185	NP_006357.1
5186	NP_000291.1
5187	NP_060095.2
5188	NP_065706.2
5189	NP_031399.2
5190	NP_061863.1
5191	NP_004079.3
5192	NP_003449.2
5193	NP_004719.2
5194	NP_005051.2
5195	NP_006461.3
5196	NP_060414.3
5197	NP_005155.1
5198	NP_006049.3
5199	NP_063937.2
5200	NP_006442.2
5201	NP_115909.1
5202	NP_001544.1
5203	NP_062816.2
5204	NP_665696.1
5205	NP_002018.1
5206	NP_002105.2
5207	NP_056412.2
5208	NP_037359.2
5209	NP_004762.2
5210	NP_000966.2
5211	NP_000377.1
5212	NP_002797.2
5213	NP_006340.1
5214	NP_071375.1
5215	NP_003539.1
5216	NP_001020119.1
5217	NP_006609.3
5218	NP_005240.3
5219	NP_002115.1
5220	NP_005964.3
5221	NP_006332.2
5222	NP_006642.1
5223	NP_003745.1
5224	NP_006109.2
5225	NP_055115.1
5226	NP_000904.1
5227	NP_006742.2
5228	NP_004534.2
5229	NP_079441.1
5230	NP_059106.2
5231	NP_076915.1
5232	NP_443077.1
5233	NP_001665.1
5234	NP_036365.1
5235	NP_056100.2
5236	NP_000834.2
5237	NP_009130.1
5238	NP_060663.2
5239	AAH48318.1
5240	NP_690048.1
5241	NP_003181.3
5242	NP_002108.4
5243	NP_689570.1
5244	NP_957718.1
5245	NP_005684.1
5246	NP_859062.1
5247	NP_002757.1
5248	NP_009173.1
5249	NP_004532.1
5250	NP_001007274.1
5251	NP_005615.2
5252	NP_055624.2
5253	NP_002237.1
5254	NP_001007091.1
5255	NP_066275.3
5256	NP_006757.1
5257	NP_005065.1
5258	NP_060659.3
5259	NP_758961.1
5260	NP_064530.1
5261	NP_055721.3
5262	NP_067009.1
5263	NP_001042.1
5264	NP_631902.1
5265	NP_004591.2
5266	NP_003132.2
5267	NP_003542.1
5268	NP_620167.1
5269	NP_036216.2
5270	NP_056067.1
5271	NP_006786.2
5272	NP_037452.1
5273	NP_002488.1
5274	NP_054878.3
5275	NP_001342.2
5276	NP_061832.2
5277	NP_002068.1
5278	NP_689476.2
5279	NP_005969.1
5280	NP_115714.1
5281	NP_002403.1
5282	NP_689542.2
5283	NP_001865.1
5284	NP_003889.1
5285	NP_036336.1
5286	AAG16780.1
5287	NP_064603.1
5288	NP_612441.1
5289	NP_036381.2
5290	NP_003031.2
5291	NP_064706.1
5292	NP_056238.2
5293	NP_004990.3
5294	NP_775107.1
5295	NP_006360.3
5296	NP_036473.2
5297	NP_001073905.1
5298	NP_996816.1
5299	NP_003803.1
5300	NP_008987.2
5301	NP_004642.2
5302	NP_604393.1
5303	NP_055902.1
5304	NP_002272.1
5305	NP_598395.1
5306	NP_079076.2
5307	NP_055986.1
5308	NP_001546.2
5309	NP_667340.2
5310	NP_006586.1
5311	NP_002489.1
5312	NP_000354.3
5313	NP_004168.1
5314	NP_005909.2
5315	NP_000134.2
5316	NP_079485.1
5317	NP_002522.2
5318	NP_003079.1
5319	NP_001017526.1
5320	NP_612440.1
5321	NP_060793.1
5322	NP_009168.3
5323	NP_002524.2
5324	AAD26526.1
5325	NP_055063.1
5326	NP_061031.2
5327	NP_001091885.1
5328	NP_004037.1
5329	NP_002538.1
5330	NP_001006638.1
5331	NP_057167.2
5332	NP_940686.2
5333	AAH60852.1
5334	NP_110380.1
5335	NP_055329.1
5336	NP_620305.1
5337	NP_002966.1
5338	NP_006230.2
5339	NP_004307.2
5340	NP_002417.2
5341	NP_612452.1
5342	NP_004585.1
5343	NP_005462.1
5344	NP_004729.1
5345	NP_055046.1
5346	NP_036551.3
5347	NP_000056.1
5348	NP_000803.1
5349	NP_002250.1
5350	NP_872586.1
5351	NP_116260.2
5352	NP_002636.1
5353	NP_001991.1
5354	NP_000557.1
5355	NP_001033043.1
5356	NP_057547.4
5357	NP_219363.1
5358	NP_291031.2
5359	NP_003824.2
5360	NP_006374.1
5361	NP_127490.1
5362	NP_001001394.1
5363	NP_006741.1
5364	NP_659486.1
5365	NP_000488.3
5366	NP_000489.3
5367	NP_055838.2
5368	NP_071324.1
5369	NP_005489.2
5370	NP_067078.1
5371	NP_036460.1
5372	NP_004451.2
5373	NP_005337.1
5374	NP_002586.2
5375	NP_005246.1
5376	NP_078779.2
5377	NP_057597.2
5378	NP_006391.1
5379	NP_036224.1
5380	AAF34739.1
5381	NP_067081.2
5382	NP_065386.1
5383	NP_000911.2
5384	NP_006216.2
5385	NP_001510.2
5386	NP_060496.2
5387	NP_055285.1
5388	NP_892120.2
5389	NP_076982.3
5390	NP_060191.3
5391	NP_006603.2
5392	NP_699197.2
5393	NP_775858.1
5394	NP_036329.2
5395	NP_951009.1
5396	NP_976035.1
5397	NP_008850.1
5398	NP_060898.2
5399	NP_001070819.1
5400	NP_005014.1
5401	NP_872631.1
5402	NP_116071.2
5403	NP_079382.2
5404	NP_036214.1
5405	NP_653082.1
5406	NP_001983.1
5407	NP_008933.2
5408	NP_057068.1
5409	NP_940857.2
5410	NP_000277.1
5411	NP_919445.1
5412	NP_067002.1
5413	NP_002143.1
5414	NP_055673.2
5415	NP_004143.1
5416	NP_112190.1
5417	NP_640338.2
5418	NP_005112.2
5419	NP_004821.2
5420	NP_005514.1
5421	NP_003766.1
5422	NP_005911.1
5423	NP_066981.2
5424	NP_006294.2
5425	NP_112576.1
5426	NP_004966.1
5427	NP_060463.1
5428	NP_073728.1
5429	NP_064633.1
5430	NP_002124.1
5431	NP_060069.2
5432	NP_001039.1
5433	NP_036219.1
5434	NP_005432.1
5435	NP_002624.2
5436	NP_002086.1
5437	NP_001008938.1
5438	NP_001545.2
5439	NP_002787.2
5440	NP_004040.1
5441	NP_057686.1
5442	NP_001071176.1
5443	NP_001018025.1
5444	NP_115980.1
5445	NP_006365.2
5446	NP_775807.2
5447	NP_659449.3
5448	NP_004064.2
5449	NP_112586.1
5450	NP_003043.2
5451	NP_065203.1
5452	AAB53966.1
5453	NP_000780.1
5454	NP_005192.1
5455	NP_057021.2
5456	NP_000414.2
5457	NP_005091.2
5458	NP_003983.1
5459	NP_064713.3
5460	NP_002396.2
5461	NP_006277.1
5462	NP_004461.2
5463	NP_057060.1
5464	NP_000115.1
5465	NP_001025.1
5466	NP_003481.2
5467	NP_006467.4
5468	NP_001401.2
5469	NP_660328.2
5470	NP_055464.1
5471	NP_079087.2
5472	NP_055748.2
5473	NP_112603.1
5474	NP_004587.1
5475	NP_036567.1
5476	NP_009144.1
5477	NP_004876.1
5478	NP_001515.1
5479	NP_001010846.1
5480	NP_001036004.1
5481	NP_004913.2
5482	NP_116781.1
5483	NP_002842.2
5484	NP_116256.2
5485	NP_004410.3
5486	NP_065196.1
5487	NP_976049.2
5488	NP_542779.2
5489	NP_003269.1
5490	NP_061833.1
5491	NP_003725.1
5492	NP_891556.1
5493	NP_003318.1
5494	NP_112556.2
5495	NP_000901.1
5496	NP_004879.1
5497	NP_001981.2
5498	NP_653318.2
5499	NP_061194.2
5500	NP_000107.1
5501	NP_003788.2
5502	NP_009152.2
5503	NP_036534.1
5504	NP_001653.1
5505	NP_006112.3
5506	NP_000283.1
5507	AAA93070.1
5508	NP_848511.1
5509	NP_006694.1
5510	NP_073572.2
5511	NP_602293.1
5512	NP_065847.1
5513	NP_000672.2
5514	NP_000186.2
5515	NP_071364.4
5516	NP_061918.3
5517	NP_733787.1
5518	NP_002906.1
5519	NP_000513.2
5520	NP_002297.2
5521	NP_663628.1
5522	NP_036442.3
5523	NP_005294.1
5524	NP_112178.1
5525	NP_053582.1
5526	NP_058626.1
5527	NP_003865.1
5528	NP_055317.1
5529	NP_848930.1
5530	NP_055832.3
5531	NP_004481.2
5532	AAA20398.1
5533	NP_000586.2
5534	NP_872114.1
5535	NP_068817.1
5536	NP_004288.1
5537	NP_444253.3
5538	NP_003273.1
5539	NP_002920.1
5540	NP_001091868.1
5541	NP_037533.2
5542	NP_783322.1
5543	NP_002832.2
5544	NP_055647.2
5545	NP_004770.4
5546	NP_001812.2
5547	NP_036218.1
5548	NP_579874.1
5549	NP_291032.2
5550	NP_003061.3
5551	NP_036601.2
5552	NP_003796.1
5553	NP_055790.1
5554	NP_055031.2
5555	NP_004175.2
5556	NP_005940.1
5557	Q14642
5558	NP_055041.1
5559	NP_061115.2
5560	NP_057450.2
5561	NP_005468.1
5562	NP_001185.2
5563	NP_113600.1
5564	NP_057347.2
5565	NP_078897.1
5566	NP_710161.1
5567	NP_000250.2
5568	NP_005596.2
5569	NP_056265.2
5570	NP_113619.1
5571	NP_031383.1
5572	NP_001006659.1
5573	NP_002174.1
5574	NP_066548.2
5575	NP_064568.3
5576	NP_062536.2
5577	NP_683762.2
5578	NP_009049.2
5579	NP_055105.2
5580	NP_077015.1
5581	NP_062828.3
5582	NP_000152.1
5583	NP_036553.1
5584	NP_005431.1
5585	NP_036240.1
5586	NP_004424.2
5587	NP_000558.2
5588	NP_057313.2
5589	NP_055886.1
5590	NP_002719.3
5591	NP_055419.1
5592	NP_733466.1
5593	NP_003259.2
5594	NP_680780.1
5595	NP_060315.1
5596	NP_003556.1
5597	NP_001930.2
5598	NP_055944.2
5599	NP_078865.1
5600	NP_006315.1
5601	NP_054722.2
5602	NP_009000.1
5603	NP_002631.3
5604	NP_055949.2
5605	NP_116179.2
5606	NP_000516.3
5607	NP_005557.1
5608	NP_067038.1
5609	NP_001624.1
5610	NP_944494.1
5611	NP_000219.2
5612	NP_006862.2
5613	NP_000469.3
5614	NP_443118.1
5615	NP_001007554.1
5616	NP_006838.3
5617	NP_000255.2
5618	NP_060158.1
5619	NP_000778.3
5620	NP_115695.1
5621	NP_036354.1
5622	NP_056963.2
5623	NP_659460.3
5624	NP_006361.1
5625	NP_001343.2
5626	NP_003207.1
5627	BAB14224.1
5628	NP_001028219.1
5629	CAG30283.1
5630	NP_000247.2
5631	NP_060741.2
5632	NP_056352.3
5633	NP_002846.3
5634	NP_071913.1
5635	NP_001007227.1
5636	NP_055081.1
5637	NP_659499.1
5638	NP_112494.3
5639	NP_689825.2
5640	NP_066360.1
5641	NP_003262.1
5642	NP_055839.2
5643	NP_005004.1
5644	NP_002536.1
5645	NP_002096.1
5646	NP_004873.3
5647	NP_054700.2
5648	NP_848604.3
5649	NP_536721.1
5650	NP_003529.1
5651	NP_061117.2
5652	NP_055167.2
5653	NP_203526.1
5654	NP_066575.1
5655	NP_060826.1
5656	NP_078864.1
5657	NP_001012426.1
5658	NP_683696.1
5659	NP_006654.2
5660	NP_065691.2
5661	NP_005247.1
5662	NP_001788.2
5663	NP_065074.1
5664	NP_060279.2
5665	NP_037520.1
5666	NP_000541.1
5667	NP_002632.1
5668	NP_000501.1
5669	NP_005833.1
5670	NP_059130.2
5671	NP_000538.3
5672	NP_057461.1
5673	NP_055988.2
5674	NP_055626.3
5675	NP_055318.2
5676	NP_067058.1
5677	NP_055247.2
5678	NP_006841.1
5679	NP_001385.1
5680	NP_065700.1
5681	NP_066569.1
5682	NP_003684.2
5683	NP_001694.2
5684	NP_006416.3
5685	NP_115861.1
5686	NP_620586.3
5687	NP_001668.1
5688	NP_005638.1
5689	NP_002079.3
5690	NP_003792.1
5691	NP_945319.1
5692	NP_004072.2
5693	AAH59405.1
5694	NP_690008.2
5695	NP_000950.1
5696	NP_005360.2
5697	NP_006150.1
5698	AAN62764.1
5699	NP_001726.2
5700	NP_000862.1
5701	BAB55196.1
5702	NP_705871.1
5703	NP_004551.2
5704	NP_002532.2
5705	NP_003713.3
5706	NP_001754.2
5707	NP_056137.1
5708	NP_116289.4
5709	NP_061834.1
5710	NP_055083.1
5711	NP_006568.2
5712	NP_689905.1
5713	NP_066553.3
5714	NP_005497.1
5715	NP_002117.1
5716	NP_579917.1
5717	NP_597733.2
5718	NP_001035933.1
5719	NP_055639.1
5720	NP_060935.1
5721	NP_056992.4
5722	NP_001397.1
5723	NP_000011.2
5724	NP_387498.1
5725	NP_478136.1
5726	NP_002172.2
5727	NP_005993.1
5728	NP_061184.1
5729	NP_055206.2
5730	NP_003378.3
5731	NP_443731.2
5732	NP_003250.2
5733	NP_055706.1
5734	NP_002598.4
5735	NP_733749.1
5736	NP_115515.2
5737	NP_057141.1
5738	NP_002775.2
5739	NP_066300.1
5740	NP_006318.1
5741	NP_005825.1
5742	NP_115640.1
5743	NP_001683.2
5744	NP_004660.2
5745	NP_056212.1
5746	NP_003765.2
5747	NP_005667.2
5748	NP_612116.1
5749	NP_000143.2
5750	NP_002094.2
5751	NP_060108.1
5752	NP_061128.1
5753	NP_001389.2
5754	NP_064445.1
5755	NP_003131.1
5756	NP_001303.1
5757	NP_005851.1
5758	NP_001003800.1
5759	NP_064577.1
5760	NP_036363.2
5761	NP_002280.1
5762	NP_006004.1
5763	NP_001457.1
5764	NP_443097.1
5765	NP_075555.1
5766	NP_149986.1
5767	NP_057390.1
5768	NP_861447.2
5769	NP_036596.3
5770	NP_000043.3
5771	NP_689551.1
5772	NP_054730.1
5773	NP_006776.1
5774	NP_056056.1
5775	NP_079060.1
5776	NP_003502.1
5777	NP_775292.1
5778	NP_002947.1
5779	NP_000527.1
5780	NP_000995.1
5781	NP_005830.2
5782	NP_003076.1
5783	NP_000566.3
5784	NP_066986.1
5785	NP_031394.2
5786	NP_003964.3
5787	NP_056307.2
5788	NP_005305.1
5789	NP_068374.1
5790	NP_000625.1
5791	NP_005735.1
5792	NP_006105.1
5793	NP_061932.1
5794	NP_002821.1
5795	NP_057056.1
5796	NP_056473.1
5797	NP_006581.2
5798	NP_060601.2
5799	NP_996262.1
5800	NP_000038.1
5801	NP_001028198.1
5802	NP_005549.2
5803	NP_079507.1
5804	NP_003376.2
5805	NP_002150.1
5806	NP_055563.1
5807	NP_004091.3
5808	NP_066982.2
5809	NP_055559.1
5810	NP_009035.3
5811	NP_003050.2
5812	NP_057646.1
5813	NP_059990.2
5814	NP_001125.1
5815	NP_061816.1
5816	NP_060291.2
5817	NP_005439.1
5818	NP_066406.1
5819	NP_001418.2
5820	NP_001092001.1
5821	NP_006421.2
5822	NP_000711.1
5823	NP_000731.1
5824	NP_001036013.1
5825	NP_002752.1
5826	AAH28165.1
5827	NP_066997.3
5828	NP_009191.1
5829	NP_001001852.1
5830	NP_038347.2
5831	NP_000439.1
5832	NP_005587.2
5833	NP_005942.1
5834	NP_003866.1
5835	NP_004682.2
5836	NP_005793.2
5837	NP_060534.1
5838	NP_002530.1
5839	NP_703143.1
5840	NP_620590.2
5841	NP_733786.2
5842	NP_002891.1
5843	NP_002659.1
5844	NP_002019.1
5845	NP_004393.1
5846	NP_004369.1
5847	NP_008816.3
5848	NP_004233.1
5849	NP_004938.1
5850	NP_003747.1
5851	NP_055763.1
5852	NP_037433.2
5853	NP_037400.1
5854	NP_005321.1
5855	NP_000018.1
5856	NP_001281.1
5857	NP_078794.1
5858	NP_001307.2
5859	NP_542171.1
5860	NP_057078.1
5861	NP_006800.2
5862	NP_078989.1
5863	NP_036356.1
5864	NP_689816.2
5865	NP_001034860.1
5866	NP_004343.1
5867	Q96NY7
5868	NP_004096.2
5869	NP_001073960.1
5870	NP_940870.2
5871	NP_000544.2
5872	NP_005183.2
5873	NP_001078855.1
5874	NP_005494.2
5875	NP_054876.2
5876	NP_057090.2
5877	NP_001113.2
5878	NP_003078.1
5879	NP_001003891.1
5880	NP_689475.1
5881	NP_006179.2
5882	NP_000628.2
5883	NP_476516.1
5884	NP_004648.1
5885	NP_057373.1
5886	NP_892006.1
5887	NP_003770.1
5888	NP_958852.1
5889	NP_004854.1
5890	NP_006406.1
5891	NP_061881.2
5892	NP_001075042.1
5893	NP_006771.1
5894	NP_001616.1
5895	NP_065069.1
5896	NP_065076.2
5897	NP_036338.1
5898	NP_004408.1
5899	NP_001019831.1
5900	NP_219499.1
5901	NP_055265.1
5902	NP_006071.1
5903	AAH30811.1
5904	NP_006519.1
5905	NP_659419.3
5906	NP_006509.1
5907	NP_201583.2
5908	NP_004753.1
5909	NP_000092.2
5910	NP_060914.2
5911	NP_000413.1
5912	NP_612462.1
5913	NP_001034229.1
5914	NP_057044.2
5915	NP_057626.2
5916	NP_004544.1
5917	NP_068369.1
5918	NP_065793.1
5919	NP_060725.1
5920	NP_000300.1
5921	NP_085148.1
5922	NP_110435.1
5923	NP_000366.1
5924	NP_777604.2
5925	NP_006170.1
5926	NP_005668.2
5927	NP_000046.1
5928	NP_443197.1
5929	NP_004365.1
5930	NP_003973.2
5931	NP_075556.1
5932	NP_001076777.1
5933	NP_003582.2
5934	NP_005882.2
5935	NP_066963.1
5936	NP_113676.2
5937	NP_689605.1
5938	NP_036339.1
5939	NP_277051.3
5940	NP_004255.2
5941	NP_570128.1
5942	NP_000674.2
5943	NP_036235.1
5944	NP_068741.1
5945	NP_036350.2
5946	NP_795344.1
5947	NP_000721.1
5948	NP_055877.3
5949	NP_005258.2
5950	NP_057616.2
5951	NP_055976.1
5952	NP_659435.2
5953	NP_689713.2
5954	NP_005665.1
5955	NP_060259.3
5956	NP_036256.1
5957	NP_055446.2
5958	NP_005010.2
5959	NP_005523.3
5960	NP_005794.1
5961	NP_060322.1
5962	NP_060627.2
5963	NP_036200.2
5964	NP_001993.2
5965	NP_795714.1
5966	NP_005022.2
5967	NP_005963.2
5968	NP_036537.1
5969	NP_036516.1
5970	NP_004125.3
5971	NP_443102.1
5972	NP_443079.1
5973	NP_116262.2
5974	NP_705718.1
5975	NP_000118.2
5976	NP_000594.2
5977	AAO12758.2
5978	NP_878907.1
5979	NP_004810.2
5980	NP_079479.1
5981	NP_055200.1
5982	NP_065805.1
5983	NP_004068.2
5984	NP_077271.1
5985	NP_006253.2
5986	NP_057407.2
5987	NP_055079.3
5988	NP_055146.1
5989	NP_001692.1
5990	NP_005262.1
5991	NP_002071.2
5992	NP_000484.2
5993	AAG17224.1
5994	NP_071419.3
5995	NP_073568.2
5996	NP_006651.2
5997	NP_006003.1
5998	NP_065394.1
5999	NP_079157.2
6000	NP_077282.2
6001	NP_037368.1
6002	NP_060853.3
6003	NP_078867.2
6004	NP_055330.1
6005	NP_001638.1
6006	NP_006494.1
6007	NP_003798.2
6008	NP_066015.2
6009	NP_037386.1
6010	NP_006720.1
6011	NP_060297.1
6012	NP_008959.3
6013	NP_059122.2
6014	NP_002338.1
6015	NP_055141.2
6016	NP_149111.1
6017	NP_115712.1
6018	NP_057179.1
6019	NP_005928.2
6020	NP_001026887.1
6021	NP_001227.1
6022	NP_055893.2
6023	NP_038467.2
6024	NP_004360.2
6025	NP_116273.2
6026	NP_000248.2
6027	NP_003159.1
6028	NP_002504.2
6029	NP_003212.2
6030	NP_003503.1
6031	NP_001485.2
6032	NP_057211.4
6033	NP_054781.1
6034	NP_002517.1
6035	NP_005111.2
6036	NP_004712.1
6037	NP_000093.1
6038	NP_002347.4
6039	NP_003382.1
6040	AAK15343.1
6041	NP_005555.2
6042	NP_006493.1
6043	NP_005253.3
6044	NP_036531.1
6045	NP_055857.1
6046	NP_055260.1
6047	NP_079434.3
6048	NP_995308.1
6049	NP_003700.1
6050	NP_060798.2
6051	NP_004633.1
6052	NP_653164.2
6053	NP_003305.1
6054	NP_008975.1
6055	NP_005348.2
6056	NP_112578.2
6057	NP_073598.1
6058	NP_054740.2
6059	NP_001776.1
6060	NP_742105.1
6061	NP_003576.1
6062	NP_005842.1
6063	NP_001711.2
6064	NP_000230.1
6065	NP_002288.1
6066	NP_004805.2
6067	NP_005048.2
6068	NP_001092877.1
6069	NP_005996.1
6070	NP_003093.2
6071	NP_006320.2
6072	NP_995582.1
6073	NP_006508.1
6074	NP_000345.1
6075	NP_004184.1
6076	NP_005819.3
6077	NP_006040.1
6078	NP_620775.2
6079	NP_006615.1
6080	NP_904357.1
6081	NP_060946.3
6082	NP_006180.1
6083	NP_002207.2
6084	NP_065689.1
6085	NP_078905.2
6086	NP_071888.1
6087	NP_006256.1
6088	NP_000478.2
6089	NP_004852.1
6090	NP_003961.1
6091	NP_060274.3
6092	NP_055064.1
6093	NP_006389.1
6094	NP_004322.1
6095	NP_066544.1
6096	NP_000974.1
6097	NP_612430.2
6098	NP_001020766.1
6099	NP_060930.2
6100	NP_061187.2
6101	NP_991403.1
6102	NP_002167.1
6103	NP_073627.1
6104	NP_005332.1
6105	NP_057217.2
6106	NP_150284.1
6107	NP_795361.1
6108	NP_003289.2
6109	NP_065877.1
6110	NP_065842.1
6111	NP_003441.1
6112	NP_066966.2
6113	NP_006075.3
6114	NP_006246.2
6115	NP_000337.1
6116	NP_002287.2
6117	NP_982293.1
6118	NP_055282.1
6119	NP_005090.2
6120	NP_001928.2
6121	NP_037373.2
6122	NP_067032.3
6123	NP_071445.1
6124	NP_068835.1
6125	NP_061822.1
6126	NP_057717.1
6127	NP_003464.1
6128	NP_004741.1
6129	NP_056044.3
6130	NP_008841.2
6131	NP_002815.3
6132	NP_065825.1
6133	CAA58827.1
6134	NP_005471.2
6135	NP_004044.3
6136	NP_001072.2
6137	NP_001032221.1
6138	NP_064625.1
6139	NP_006156.2
6140	NP_000716.2
6141	NP_149055.1
6142	AAH22328.1
6143	NP_653194.1
6144	NP_006692.1
6145	NP_071731.1
6146	NP_006135.1
6147	NP_002200.1
6148	NP_612456.1
6149	NP_005365.3
6150	NP_057591.1
6151	NP_004681.1
6152	NP_054902.1
6153	NP_006527.1
6154	NP_036237.2
6155	NP_003446.2
6156	NP_060780.2
6157	NP_060518.1
6158	NP_060282.1
6159	NP_004721.1
6160	NP_001091645.1
6161	NP_054857.2
6162	NP_973731.1
6163	NP_085047.1
6164	NP_008883.2
6165	NP_054758.2
6166	NP_064505.1
6167	NP_004252.2
6168	NP_115830.1
6169	NP_005133.2
6170	NP_003628.2
6171	NP_068801.1
6172	NP_000395.2
6173	NP_002901.1
6174	BAC11609.1
6175	NP_060453.2
6176	NP_076981.1
6177	NP_071767.3
6178	NP_077718.2
6179	NP_219482.1
6180	NP_612427.2
6181	NP_002228.2
6182	NP_068573.2
6183	AAH03517.2
6184	NP_055406.2
6185	NP_005984.3
6186	NP_061925.1
6187	NP_002333.1
6188	NP_002332.1
6189	NP_000907.2
6190	NP_005392.2
6191	NP_004131.3
6192	NP_705832.1
6193	NP_002849.1
6194	NP_110436.1
6195	NP_004435.3
6196	NP_004415.2
6197	NP_008879.3
6198	NP_663780.2
6199	NP_036453.1
6200	NP_079097.1
6201	NP_110426.4
6202	NP_000241.1
6203	NP_055448.1
6204	NP_056131.2
6205	NP_958815.1
6206	NP_612471.1
6207	NP_065148.1
6208	NP_009096.2
6209	NP_009053.1
6210	NP_061821.1
6211	NP_115501.2
6212	NP_443729.1
6213	NP_573570.2
6214	NP_036300.2
6215	NP_877434.2
6216	NP_722520.2
6217	NP_001550.1
6218	NP_060519.1
6219	NP_005688.2
6220	NP_000579.2
6221	NP_000670.1
6222	NP_002918.1
6223	NP_000667.1
6224	NP_932172.1
6225	NP_079416.1
6226	NP_066940.1
6227	NP_001763.3
6228	NP_004060.2
6229	NP_005375.2
6230	NP_000340.2
6231	NP_001926.2
6232	NP_068602.2
6233	NP_005270.2
6234	NP_001805.1
6235	NP_000265.1
6236	NP_689866.1
6237	NP_005412.1
6238	NP_006247.1
6239	NP_112155.2
6240	NP_778243.1
6241	NP_995320.1
6242	NP_116178.1
6243	NP_059131.1
6244	NP_065177.2
6245	NP_006314.2
6246	NP_005059.2
6247	NP_056386.1
6248	NP_055824.1
6249	NP_671735.1
6250	NP_116281.2
6251	NP_060345.1
6252	NP_002178.2
6253	NP_004930.1
6254	NP_000864.1
6255	NP_001940.1
6256	NP_892117.1
6257	NP_005344.2
6258	NP_037367.2
6259	NP_057541.2
6260	NP_149095.2
6261	NP_796376.2
6262	NP_057332.1
6263	NP_002510.1
6264	NP_055613.1
6265	NP_036203.1
6266	NP_056470.1
6267	NP_003409.1
6268	NP_001409.1
6269	NP_004616.2
6270	AAH50522.1
6271	NP_689669.1
6272	NP_003729.3
6273	NP_000184.1
6274	NP_060889.1
6275	NP_005407.1
6276	NP_005538.2
6277	NP_071762.2
6278	NP_001882.1
6279	NP_705837.1
6280	NP_008862.1
6281	NP_055940.3
6282	NP_149124.3
6283	NP_005501.2
6284	NP_849149.2
6285	AAH36381.1
6286	NP_113641.2
6287	NP_057391.1
6288	NP_004187.2
6289	NP_057400.1
6290	O60673
6291	NP_478679.1
6292	NP_006728.2
6293	NP_067007.3
6294	NP_003204.2
6295	NP_055663.1
6296	NP_001803.2
6297	NP_937795.1
6298	NP_689508.3
6299	NP_003682.2
6300	NP_001636.1
6301	NP_689711.1
6302	NP_004114.1
6303	NP_000155.1
6304	NP_060177.2
6305	NP_001028733.1
6306	NP_003831.2
6307	NP_000837.2
6308	NP_665683.1
6309	NP_072049.2
6310	NP_060102.1
6311	NP_009203.2
6312	NP_060336.3
6313	NP_689990.1
6314	NP_004658.3
6315	NP_060979.2
6316	NP_775857.1
6317	NP_002070.1
6318	NP_114131.1
6319	NP_602307.1
6320	NP_004284.1
6321	NP_000519.2
6322	NP_056998.4
6323	NP_005491.1
6324	NP_004101.2
6325	NP_005096.1
6326	NP_114122.2
6327	NP_006747.1
6328	NP_004317.2
6329	NP_077011.1
6330	NP_003753.2
6331	NP_740753.1
6332	NP_060567.1
6333	NP_434700.2
6334	NP_742111.1
6335	NP_000172.1
6336	NP_001020366.1
6337	NP_001001.2
6338	NP_004772.1
6339	NP_000918.2
6340	NP_113667.1
6341	NP_037541.1
6342	NP_006274.1
6343	NP_002803.1
6344	NP_004971.2
6345	P20290
6346	NP_006324.1
6347	NP_085048.1
6348	NP_055327.1
6349	NP_055082.1
6350	NP_006161.2
6351	NP_003372.1
6352	NP_114143.1
6353	NP_077286.2
6354	NP_055994.1
6355	NP_000848.1
6356	NP_009118.1
6357	NP_061974.2
6358	NP_001964.2
6359	NP_060245.2
6360	NP_067065.1
6361	NP_079409.3
6362	NP_057302.1
6363	NP_059993.2
6364	NP_002874.1
6365	NP_060554.3
6366	NP_060641.2
6367	NP_000704.1
6368	NP_059453.1
6369	NP_114072.1
6370	NP_073594.3
6371	NP_004996.1
6372	NP_005423.1
6373	NP_005415.1
6374	NP_071735.2
6375	NP_002853.2
6376	NP_059138.1
6377	NP_004083.2
6378	NP_002217.3
6379	NP_064617.2
6380	NP_061054.2
6381	NP_065097.2
6382	NP_056507.2
6383	NP_002971.2
6384	NP_660209.1
6385	NP_008836.2
