ID	Protein
2642	NP_002291.1
2643	Q14914
2644	O00462
2645	NP_758958.3
2646	P22304
2647	Q01581
2648	NP_877433.2
2649	NP_055165.2
2650	Q9UDX5
2651	NP_003654.3
2652	P82921
2653	Q9BWT1
2654	NP_005116.1
2655	Q96AV8
2656	P04066
2657	Q9Y675
2658	NP_000404.1
2659	NP_005495.2
2660	Q9H582
2661	Q9BQ83
2662	Q9UL03
2663	NP_001087.2
2664	Q96KF2
2665	NP_006397.1
2666	Q9P032
2667	NP_064586.1
2668	NP_689574.1
2669	NP_073557.3
2670	Q9H9P8
2671	NP_005002.3
2672	B2CW77
2673	Q96BN2
2674	Q9NQ92
2675	Q9GZZ1
2676	NP_004647.1
2677	O60783
2678	Q9H0U6
2679	P40939
2680	NP_071378.1
2681	P13284
2682	Q9BYC8
2683	P83881
2684	Q9P2W6
2685	Q14894
2686	O00764
2687	P08319
2688	NP_114432.1
2689	Q8IUQ0
2690	Q9NZD2
2691	Q9BUE6
2692	Q5TB30
2693	NP_004591.2
2694	Q8N983
2695	Q9BYN0
2696	Q8TF76
2697	NP_057640.1
2698	NP_002055.1
2699	NP_004127.1
2700	Q05952
2701	Q9Y3D3
2702	Q6V1X1
2703	Q7L0Y3
2704	P82675
2705	Q96T37
2706	Q9Y3E5
2707	NP_061821.1
2708	NP_002963.1
2709	Q8IXF0
2710	NP_002056.2
2711	NP_803877.2
2712	Q2M3C7
2713	Q8TF40
2714	O14561
2715	NP_060230.5
2716	NP_002159.2
2717	NP_054765.1
2718	Q13405
2719	Q6XE24
2720	NP_004126.1
2721	Q9P0J6
2722	Q8N427
2723	NP_003866.1
2724	Q9Y3D9
2725	Q6WQI6
2726	Q9HBG6
2727	P38571
2728	Q9Y2R5
2729	Q9Y2Q9
2730	Q969F1
2731	Q6PL18
2732	P40261
2733	Q9BV90
2734	Q16719
2735	NP_006461.3
2736	P51826
2737	NP_054781.1
2738	Q6UB35
2739	Q13084
2740	NP_003841.1
2741	NP_064576.1
2742	NP_000194.2
2743	Q9P0M9
2744	NP_071403.1
2745	Q0VD86
2746	P82912
2747	P30711
2748	A2A3N6
2749	NP_061156.1
2750	Q01459
2751	Q58A63
2752	Q5EBM0
2753	NP_055872.3
2754	O75891
2755	NP_005312.1
2756	Q9Y399
2757	Q9BYD1
2758	Q9UBR2
2759	NP_065885.1
2760	NP_071387.1
2761	NP_002475.2
2762	O75503
2763	Q8NFG4
2764	Q9NZJ9
2765	Q8IVS2
2766	Q8N4E7
2767	Q9H6T0
2768	P82909
2769	O15091
2770	NP_060767.2
2771	P51513
2772	NP_775762.1
2773	NP_001163.1
2774	P51580
2775	NP_115701.2
2776	Q64ET8
2777	NP_113608.1
2778	O43325
2779	Q58WW2
2780	O14772
2781	NP_005993.1
2782	O75170
2783	Q9BY32
2784	Q8NEL9
2785	O75879
2786	NP_478144.1
2787	Q02252
2788	P83111
2789	NP_002495.2
2790	P56277
2791	NP_003115.1
2792	Q9HD40
2793	Q13568
2794	NP_060353.2
2795	Q9BYD6
2796	Q7Z2X4
2797	Q03828
2798	O75897
2799	Q9Y291
2800	NP_079485.1
2801	Q9Y2V7
2802	Q99551
2803	Q8TE85
2804	O75648
2805	Q70SY1
2806	NP_660328.2
2807	Q9NPE2
2808	Q14249
2809	NP_072045.1
2810	A6H8Y1
2811	P0C1H6
2812	Q96MW5
2813	Q9H611
2814	NP_056238.2
2815	Q9H7D7
2816	Q14CX7
2817	O76039
2818	Q0VG06
2819	Q9GZP8
2820	P49184
2821	NP_149020.2
2822	BAB16421.1
2823	Q07020
2824	P04554
2825	NP_000074.2
2826	Q58A45
2827	P36915
2828	NP_000529.1
2829	Q9NR56
2830	Q8WWY3
2831	Q8NEZ5
2832	NP_036440.1
2833	O43194
2834	NP_004162.2
